initial state; best solution length; population size; initial sequence length; max iterations; selection ratio; number of crossovers; number of mutations; crossover ratio; tolerance; solution best fitness; solution iteration; solution length; execution time
304165827; 13; 50; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 262; 17; 81658100
304165827; 13; 50; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 120; 13; 17462500
304165827; 13; 50; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 170; 13; 25921600
304165827; 13; 50; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 230; 13; 30819300
304165827; 13; 50; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 86; 13; 18856800
304165827; 13; 50; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 103; 13; 20292000
304165827; 13; 50; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 244; 13; 51314900
304165827; 13; 50; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 73; 13; 21494900
304165827; 13; 50; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 229; 15; 70267400
304165827; 13; 50; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 173; 17; 47581700
304165827; 13; 50; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 84; 13; 28798600
304165827; 13; 50; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 120; 13; 39692900
304165827; 13; 50; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 194; 13; 66387900
304165827; 13; 100; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 223; 13; 53443600
304165827; 13; 100; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 344; 15; 93597500
304165827; 13; 100; 1; 5000; 0.5; 20; 20; 0.5; 100; 0; 305; 15; 71394200
304165827; 13; 100; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 199; 13; 61621300
304165827; 13; 100; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 332; 13; 98930800
304165827; 13; 100; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 418; 15; 119082400
304165827; 13; 100; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 241; 17; 108054700
304165827; 13; 100; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 231; 13; 90978900
304165827; 13; 100; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 287; 17; 107056000
304165827; 13; 100; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 76; 23; 38524100
304165827; 13; 100; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 127; 19; 61121400
304165827; 13; 100; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 166; 23; 86856800
304165827; 13; 100; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 140; 13; 29521300
304165827; 13; 100; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 291; 13; 63382300
304165827; 13; 100; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 328; 13; 68142700
304165827; 13; 100; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 142; 19; 43656900
304165827; 13; 100; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 198; 13; 55685400
304165827; 13; 100; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 309; 13; 88796200
304165827; 13; 100; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 112; 13; 41603400
304165827; 13; 100; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 316; 13; 132560100
304165827; 13; 100; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 288; 15; 111458000
304165827; 13; 100; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 209; 21; 110257300
304165827; 13; 100; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 125; 15; 52305500
304165827; 13; 100; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 198; 15; 86475000
304165827; 13; 100; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 164; 13; 36955100
304165827; 13; 100; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 223; 13; 49590500
304165827; 13; 100; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 303; 15; 63183000
304165827; 13; 100; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 138; 13; 48239500
304165827; 13; 100; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 199; 13; 62635800
304165827; 13; 100; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 191; 13; 55614300
304165827; 13; 100; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 123; 15; 51527700
304165827; 13; 100; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 137; 13; 54732300
304165827; 13; 100; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 204; 13; 80264500
304165827; 13; 100; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 114; 15; 55691800
304165827; 13; 100; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 167; 19; 81626500
304165827; 13; 100; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 180; 15; 84851500
213804675; 18; 10; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 1165; 78; 126592800
213804675; 18; 10; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 2750; 92; 332929000
213804675; 18; 10; 1; 5000; 0.5; 20; 20; 0.5; 100; 4; 5000; 100; 649591600
213804675; 18; 10; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 1230; 82; 191936800
213804675; 18; 10; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 939; 36; 98142200
213804675; 18; 10; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 3893; 78; 607601600
213804675; 18; 10; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 873; 64; 139084200
213804675; 18; 10; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 2009; 72; 354552800
213804675; 18; 10; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 2962; 74; 500307600
213804675; 18; 10; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 769; 132; 181973100
213804675; 18; 10; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 737; 78; 128347200
213804675; 18; 10; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 910; 84; 169324400
213804675; 18; 10; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 1727; 114; 266453600
213804675; 18; 10; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 1681; 58; 173902500
213804675; 18; 10; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 2437; 52; 241424700
213804675; 18; 10; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 1127; 76; 207904300
213804675; 18; 10; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 1795; 62; 307026100
213804675; 18; 10; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 2440; 54; 445414500
213804675; 18; 10; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 881; 60; 222033600
213804675; 18; 10; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 1679; 62; 360005400
213804675; 18; 10; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 2275; 50; 474216900
213804675; 18; 10; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 919; 64; 240361300
213804675; 18; 10; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 1159; 42; 249683100
213804675; 18; 10; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 2211; 46; 488203300
213804675; 18; 10; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 2675; 176; 600714500
213804675; 18; 10; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 2934; 98; 522179200
213804675; 18; 10; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 3637; 74; 575171000
213804675; 18; 10; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 2431; 158; 1011209700
213804675; 18; 10; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 2276; 80; 726959800
213804675; 18; 10; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 2111; 46; 528204400
213804675; 18; 10; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 1091; 76; 436144100
213804675; 18; 10; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 1863; 64; 671883900
213804675; 18; 10; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 2441; 54; 701726600
213804675; 18; 10; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 438; 32; 115047400
213804675; 18; 10; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 1328; 48; 396632800
213804675; 18; 10; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 2430; 54; 798541000
213804675; 18; 50; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 873; 58; 215687500
213804675; 18; 50; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 3065; 100; 1013977300
213804675; 18; 50; 1; 5000; 0.5; 20; 20; 0.5; 100; 4; 5000; 100; 1547482200
213804675; 18; 50; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 1718; 114; 825240800
213804675; 18; 50; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 2572; 84; 1087164300
213804675; 18; 50; 1; 5000; 0.5; 20; 50; 0.5; 100; 4; 5000; 100; 2492412000
213804675; 18; 50; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 1064; 68; 514293100
213804675; 18; 50; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 2937; 96; 1731976800
213804675; 18; 50; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 1953; 44; 710724900
213804675; 18; 50; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 1550; 98; 1120800800
213804675; 18; 50; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 1653; 74; 919551500
213804675; 18; 50; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 3632; 104; 2779368100
213804675; 18; 50; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 2264; 150; 1039502600
213804675; 18; 50; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 3664; 120; 1537306000
213804675; 18; 50; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 4161; 86; 1410400000
213804675; 18; 50; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 1507; 100; 748359700
213804675; 18; 50; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 2140; 74; 853774200
213804675; 18; 50; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 3247; 68; 1314309500
213804675; 18; 50; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 830; 54; 389000700
213804675; 18; 50; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 3071; 102; 2422875900
213804675; 18; 50; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 3773; 78; 2338618600
213804675; 18; 50; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 1517; 104; 1192328100
213804675; 18; 50; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 2051; 74; 1300000100
213804675; 18; 50; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 3724; 76; 2480011100
213804675; 18; 50; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 1535; 100; 804758600
213804675; 18; 50; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 2231; 74; 961498700
213804675; 18; 50; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 3949; 80; 1588114200
213804675; 18; 50; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 1432; 94; 864130900
213804675; 18; 50; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 1678; 56; 811071900
213804675; 18; 50; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 3908; 80; 2114360300
213804675; 18; 50; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 1478; 98; 1121573900
213804675; 18; 50; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 1296; 46; 649210800
213804675; 18; 50; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 3523; 72; 2189964000
213804675; 18; 50; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 1394; 92; 1202437500
213804675; 18; 50; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 2788; 96; 2326522100
213804675; 18; 50; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 4599; 92; 3953914000
213804675; 18; 100; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 1573; 100; 987317600
213804675; 18; 100; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 3624; 122; 2589613000
213804675; 18; 100; 1; 5000; 0.5; 20; 20; 0.5; 100; 0; 3874; 80; 2001598700
213804675; 18; 100; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 2335; 146; 2298028000
213804675; 18; 100; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 3717; 126; 3133169500
213804675; 18; 100; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 4838; 98; 3451814100
213804675; 18; 100; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 2106; 82; 1927450400
213804675; 18; 100; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 1820; 64; 1259909700
213804675; 18; 100; 1; 5000; 0.5; 20; 100; 0.5; 100; 4; 5000; 98; 4718261000
213804675; 18; 100; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 1835; 76; 1686894400
213804675; 18; 100; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 3395; 76; 3352216400
213804675; 18; 100; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 4639; 86; 4724850000
213804675; 18; 100; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 1353; 88; 687596200
213804675; 18; 100; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 2972; 98; 1598740600
213804675; 18; 100; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 4852; 100; 2650411900
213804675; 18; 100; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 1368; 92; 1001752600
213804675; 18; 100; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 3235; 110; 2535754300
213804675; 18; 100; 1; 5000; 0.5; 30; 50; 0.5; 100; 4; 5000; 100; 3771963500
213804675; 18; 100; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 1311; 88; 1209665500
213804675; 18; 100; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 4168; 140; 5123979700
213804675; 18; 100; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 3178; 66; 2383194700
213804675; 18; 100; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 1683; 104; 1955733100
213804675; 18; 100; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 3810; 126; 5222961600
213804675; 18; 100; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 3988; 82; 4029173200
213804675; 18; 100; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 1223; 78; 668685000
213804675; 18; 100; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 2904; 96; 1880993300
213804675; 18; 100; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 2789; 58; 1353353200
213804675; 18; 100; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 717; 48; 420468400
213804675; 18; 100; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 1786; 62; 1145757200
213804675; 18; 100; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 2782; 60; 1708688400
213804675; 18; 100; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 1736; 114; 2100793000
213804675; 18; 100; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 1609; 58; 1234509700
213804675; 18; 100; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 4130; 86; 4006588600
213804675; 18; 100; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 1970; 132; 2957485400
213804675; 18; 100; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 2041; 72; 2044875400
213804675; 18; 100; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 4436; 92; 5088734000
420836751; 20; 10; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 796; 58; 76211200
420836751; 20; 10; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 1043; 44; 86935900
420836751; 20; 10; 1; 5000; 0.5; 20; 20; 0.5; 100; 4; 5000; 106; 676250800
420836751; 20; 10; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 686; 52; 85109000
420836751; 20; 10; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 1355; 56; 182680300
420836751; 20; 10; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 1469; 42; 177849800
420836751; 20; 10; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 227; 38; 31392900
420836751; 20; 10; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 651; 58; 113469000
420836751; 20; 10; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 499; 52; 84239300
420836751; 20; 10; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 204; 80; 44789100
420836751; 20; 10; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 122; 54; 21836700
420836751; 20; 10; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 122; 54; 25461800
420836751; 20; 10; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 548; 42; 46859900
420836751; 20; 10; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 766; 34; 65452600
420836751; 20; 10; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 1844; 46; 172261800
420836751; 20; 10; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 725; 56; 132797200
420836751; 20; 10; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 1542; 62; 264717000
420836751; 20; 10; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 1477; 36; 206763000
420836751; 20; 10; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 820; 66; 182149000
420836751; 20; 10; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 679; 34; 138371500
420836751; 20; 10; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 1074; 38; 193929200
420836751; 20; 10; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 294; 42; 64638300
420836751; 20; 10; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 679; 54; 175385400
420836751; 20; 10; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 461; 46; 109955800
420836751; 20; 10; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 1673; 114; 269805700
420836751; 20; 10; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 978; 42; 91729100
420836751; 20; 10; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 1473; 40; 139793200
420836751; 20; 10; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 385; 34; 65428100
420836751; 20; 10; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 781; 36; 136156500
420836751; 20; 10; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 1332; 36; 246592300
420836751; 20; 10; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 185; 24; 38107400
420836751; 20; 10; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 625; 32; 153206000
420836751; 20; 10; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 1124; 36; 286088700
420836751; 20; 10; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 599; 50; 188444300
420836751; 20; 10; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 1073; 48; 327972200
420836751; 20; 10; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 667; 24; 166825500
420836751; 20; 50; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 1759; 114; 600457100
420836751; 20; 50; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 1081; 38; 211221300
420836751; 20; 50; 1; 5000; 0.5; 20; 20; 0.5; 100; 0; 1406; 34; 266702500
420836751; 20; 50; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 929; 56; 309664100
420836751; 20; 50; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 1327; 46; 412682400
420836751; 20; 50; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 1185; 30; 307099600
420836751; 20; 50; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 261; 24; 86024300
420836751; 20; 50; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 668; 32; 260928400
420836751; 20; 50; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 1334; 40; 573324900
420836751; 20; 50; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 414; 54; 224888600
420836751; 20; 50; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 223; 32; 107917700
420836751; 20; 50; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 512; 56; 286602300
420836751; 20; 50; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 509; 32; 95620100
420836751; 20; 50; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 1335; 46; 308055100
420836751; 20; 50; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 2664; 64; 693124800
420836751; 20; 50; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 657; 44; 215897600
420836751; 20; 50; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 703; 28; 191243800
420836751; 20; 50; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 2102; 48; 707873500
420836751; 20; 50; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 802; 42; 339709700
420836751; 20; 50; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 1622; 52; 728300800
420836751; 20; 50; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 1826; 40; 850849600
420836751; 20; 50; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 701; 52; 410686700
420836751; 20; 50; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 1046; 52; 598352000
420836751; 20; 50; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 855; 40; 448208800
420836751; 20; 50; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 568; 40; 136490900
420836751; 20; 50; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 2587; 90; 1014033800
420836751; 20; 50; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 1523; 38; 361557900
420836751; 20; 50; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 557; 38; 204224500
420836751; 20; 50; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 1762; 62; 823990900
420836751; 20; 50; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 3352; 76; 1696939100
420836751; 20; 50; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 902; 62; 520985700
420836751; 20; 50; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 1655; 60; 958598700
420836751; 20; 50; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 2003; 48; 1021879100
420836751; 20; 50; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 818; 56; 496455100
420836751; 20; 50; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 792; 32; 387736800
420836751; 20; 50; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 1468; 34; 773251500
420836751; 20; 100; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 1214; 64; 537362600
420836751; 20; 100; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 1668; 54; 697756600
420836751; 20; 100; 1; 5000; 0.5; 20; 20; 0.5; 100; 0; 1510; 34; 507233600
420836751; 20; 100; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 1597; 72; 1012224100
420836751; 20; 100; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 3147; 96; 2184844500
420836751; 20; 100; 1; 5000; 0.5; 20; 50; 0.5; 100; 0; 2499; 50; 1211351000
420836751; 20; 100; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 417; 28; 246664600
420836751; 20; 100; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 1367; 50; 998451500
420836751; 20; 100; 1; 5000; 0.5; 20; 100; 0.5; 100; 0; 1638; 48; 1208550600
420836751; 20; 100; 1; 5000; 0.5; 20; 150; 0.5; 30; 0; 338; 38; 279885900
420836751; 20; 100; 1; 5000; 0.5; 20; 150; 0.5; 60; 0; 576; 48; 489997500
420836751; 20; 100; 1; 5000; 0.5; 20; 150; 0.5; 100; 0; 480; 44; 397725100
420836751; 20; 100; 1; 5000; 0.5; 30; 20; 0.5; 30; 0; 876; 48; 326246900
420836751; 20; 100; 1; 5000; 0.5; 30; 20; 0.5; 60; 0; 808; 24; 224715100
420836751; 20; 100; 1; 5000; 0.5; 30; 20; 0.5; 100; 0; 1729; 38; 573009900
420836751; 20; 100; 1; 5000; 0.5; 30; 50; 0.5; 30; 0; 686; 40; 323361600
420836751; 20; 100; 1; 5000; 0.5; 30; 50; 0.5; 60; 0; 1986; 70; 1146546000
420836751; 20; 100; 1; 5000; 0.5; 30; 50; 0.5; 100; 0; 1428; 30; 600342900
420836751; 20; 100; 1; 5000; 0.5; 30; 100; 0.5; 30; 0; 1360; 64; 1062112000
420836751; 20; 100; 1; 5000; 0.5; 30; 100; 0.5; 60; 0; 1626; 34; 1062902500
420836751; 20; 100; 1; 5000; 0.5; 30; 100; 0.5; 100; 0; 2441; 36; 1579070000
420836751; 20; 100; 1; 5000; 0.5; 30; 150; 0.5; 30; 0; 520; 38; 420326900
420836751; 20; 100; 1; 5000; 0.5; 30; 150; 0.5; 60; 0; 847; 44; 730410700
420836751; 20; 100; 1; 5000; 0.5; 30; 150; 0.5; 100; 0; 808; 36; 647730500
420836751; 20; 100; 1; 5000; 0.5; 50; 20; 0.5; 30; 0; 1357; 82; 729620500
420836751; 20; 100; 1; 5000; 0.5; 50; 20; 0.5; 60; 0; 2073; 68; 979785100
420836751; 20; 100; 1; 5000; 0.5; 50; 20; 0.5; 100; 0; 2469; 54; 1231429600
420836751; 20; 100; 1; 5000; 0.5; 50; 50; 0.5; 30; 0; 435; 28; 217676700
420836751; 20; 100; 1; 5000; 0.5; 50; 50; 0.5; 60; 0; 801; 36; 393277400
420836751; 20; 100; 1; 5000; 0.5; 50; 50; 0.5; 100; 0; 2658; 58; 1901428500
420836751; 20; 100; 1; 5000; 0.5; 50; 100; 0.5; 30; 0; 919; 58; 844987400
420836751; 20; 100; 1; 5000; 0.5; 50; 100; 0.5; 60; 0; 1545; 52; 1261096300
420836751; 20; 100; 1; 5000; 0.5; 50; 100; 0.5; 100; 0; 1287; 30; 871335900
420836751; 20; 100; 1; 5000; 0.5; 50; 150; 0.5; 30; 0; 787; 42; 673270200
420836751; 20; 100; 1; 5000; 0.5; 50; 150; 0.5; 60; 0; 1309; 40; 1060257900
420836751; 20; 100; 1; 5000; 0.5; 50; 150; 0.5; 100; 0; 973; 44; 955179300
163408725; 24; 10; 1; 5000; 0.5; 20; 20; 0.5; 30; 0; 755; 48; 64559200
163408725; 24; 10; 1; 5000; 0.5; 20; 20; 0.5; 60; 0; 1446; 50; 129933400
163408725; 24; 10; 1; 5000; 0.5; 20; 20; 0.5; 100; 0; 2254; 46; 183781800
163408725; 24; 10; 1; 5000; 0.5; 20; 50; 0.5; 30; 0; 666; 46; 80457700
163408725; 24; 10; 1; 5000; 0.5; 20; 50; 0.5; 60; 0; 1520; 48; 186271200
163408725; 24; 10; 1; 5000; 0.5; 20; 50; 0.5; 100; 4; 5000; 100; 953730200
163408725; 24; 10; 1; 5000; 0.5; 20; 100; 0.5; 30; 0; 2060; 162; 586767600
163408725; 24; 10; 1; 5000; 0.5; 20; 100; 0.5; 60; 0; 889; 44; 127715000
