initial state; best solution length; initial sequence length; max iterations; number of particles; w; c1; c2; initial velocity; tolerance; solution best fitness; solution iteration; solution length; execution time
283164705, 5, 5, 500, 10, 30, 1.5, 1, 1, 3, 7, 500, 171, 92863100
283164705, 5, 5, 500, 10, 30, 1.5, 1, 1, 5, 6, 500, 105, 100703400
283164705, 5, 5, 500, 10, 30, 1.5, 1, 1, 7, 6, 500, 76, 22953400
283164705, 5, 5, 500, 10, 30, 1.5, 1, 1, 10, 9, 104, 15, 11293300
283164705, 5, 5, 500, 100, 30, 1.5, 1, 1, 3, 9, 0, 5, 129500
283164705, 5, 5, 500, 100, 30, 1.5, 1, 1, 5, 9, 0, 5, 117500
283164705, 5, 5, 500, 100, 30, 1.5, 1, 1, 7, 9, 0, 5, 127900
283164705, 5, 5, 500, 100, 30, 1.5, 1, 1, 10, 9, 0, 5, 114800
283164705, 5, 5, 500, 200, 30, 1.5, 1, 1, 3, 9, 0, 5, 230300
283164705, 5, 5, 500, 200, 30, 1.5, 1, 1, 5, 9, 0, 5, 225700
283164705, 5, 5, 500, 200, 30, 1.5, 1, 1, 7, 9, 0, 5, 250500
283164705, 5, 5, 500, 200, 30, 1.5, 1, 1, 10, 9, 0, 5, 219500
283164705, 5, 5, 500, 500, 30, 1.5, 1, 1, 3, 9, 0, 5, 554000
283164705, 5, 5, 500, 500, 30, 1.5, 1, 1, 5, 9, 0, 5, 558600
283164705, 5, 5, 500, 500, 30, 1.5, 1, 1, 7, 9, 0, 5, 565000
283164705, 5, 5, 500, 500, 30, 1.5, 1, 1, 10, 9, 0, 5, 551400
283164705, 5, 5, 500, 1000, 30, 1.5, 1, 1, 3, 9, 0, 5, 1117300
283164705, 5, 5, 500, 1000, 30, 1.5, 1, 1, 5, 9, 0, 5, 1113900
283164705, 5, 5, 500, 1000, 30, 1.5, 1, 1, 7, 9, 0, 5, 1131800
283164705, 5, 5, 500, 1000, 30, 1.5, 1, 1, 10, 9, 0, 5, 1122800
364102875, 10, 5, 500, 10, 30, 1.5, 1, 1, 3, 7, 500, 171, 56353800
364102875, 10, 5, 500, 10, 30, 1.5, 1, 1, 5, 6, 500, 105, 37987700
364102875, 10, 5, 500, 10, 30, 1.5, 1, 1, 7, 7, 500, 76, 23910200
364102875, 10, 5, 500, 10, 30, 1.5, 1, 1, 10, 7, 500, 55, 22219500
364102875, 10, 5, 500, 100, 30, 1.5, 1, 1, 3, 9, 16, 10, 6825300
364102875, 10, 5, 500, 100, 30, 1.5, 1, 1, 5, 9, 27, 10, 12614800
364102875, 10, 5, 500, 100, 30, 1.5, 1, 1, 7, 9, 41, 10, 13953400
364102875, 10, 5, 500, 100, 30, 1.5, 1, 1, 10, 9, 251, 30, 89721800
364102875, 10, 5, 500, 200, 30, 1.5, 1, 1, 3, 9, 16, 10, 11368200
364102875, 10, 5, 500, 200, 30, 1.5, 1, 1, 5, 9, 27, 10, 18635200
364102875, 10, 5, 500, 200, 30, 1.5, 1, 1, 7, 9, 39, 10, 26470000
364102875, 10, 5, 500, 200, 30, 1.5, 1, 1, 10, 9, 54, 10, 37456100
364102875, 10, 5, 500, 500, 30, 1.5, 1, 1, 3, 9, 16, 10, 28634600
364102875, 10, 5, 500, 500, 30, 1.5, 1, 1, 5, 9, 27, 10, 47670300
364102875, 10, 5, 500, 500, 30, 1.5, 1, 1, 7, 9, 39, 10, 67185600
364102875, 10, 5, 500, 500, 30, 1.5, 1, 1, 10, 9, 52, 10, 81368500
364102875, 10, 5, 500, 1000, 30, 1.5, 1, 1, 3, 9, 16, 10, 53791600
364102875, 10, 5, 500, 1000, 30, 1.5, 1, 1, 5, 9, 27, 10, 87313500
364102875, 10, 5, 500, 1000, 30, 1.5, 1, 1, 7, 9, 36, 10, 119157000
364102875, 10, 5, 500, 1000, 30, 1.5, 1, 1, 10, 9, 52, 10, 166933400
304165827, 13, 5, 500, 10, 30, 1.5, 1, 1, 3, 6, 500, 171, 33255700
304165827, 13, 5, 500, 10, 30, 1.5, 1, 1, 5, 6, 500, 105, 25616500
304165827, 13, 5, 500, 10, 30, 1.5, 1, 1, 7, 7, 500, 76, 22279800
304165827, 13, 5, 500, 10, 30, 1.5, 1, 1, 10, 6, 500, 55, 19955600
304165827, 13, 5, 500, 100, 30, 1.5, 1, 1, 3, 9, 169, 61, 74165300
304165827, 13, 5, 500, 100, 30, 1.5, 1, 1, 5, 7, 500, 105, 259989300
304165827, 13, 5, 500, 100, 30, 1.5, 1, 1, 7, 9, 59, 13, 18580100
304165827, 13, 5, 500, 100, 30, 1.5, 1, 1, 10, 9, 86, 13, 26811000
304165827, 13, 5, 500, 200, 30, 1.5, 1, 1, 3, 9, 38, 17, 25298700
304165827, 13, 5, 500, 200, 30, 1.5, 1, 1, 5, 9, 111, 27, 77618600
304165827, 13, 5, 500, 200, 30, 1.5, 1, 1, 7, 9, 59, 13, 38596200
304165827, 13, 5, 500, 200, 30, 1.5, 1, 1, 10, 9, 86, 13, 54171000
304165827, 13, 5, 500, 500, 30, 1.5, 1, 1, 3, 9, 25, 13, 42294700
304165827, 13, 5, 500, 500, 30, 1.5, 1, 1, 5, 9, 52, 15, 87712400
304165827, 13, 5, 500, 500, 30, 1.5, 1, 1, 7, 9, 58, 13, 94690400
304165827, 13, 5, 500, 500, 30, 1.5, 1, 1, 10, 9, 83, 13, 135698800
304165827, 13, 5, 500, 1000, 30, 1.5, 1, 1, 3, 9, 25, 13, 86092000
304165827, 13, 5, 500, 1000, 30, 1.5, 1, 1, 5, 9, 43, 13, 142820900
304165827, 13, 5, 500, 1000, 30, 1.5, 1, 1, 7, 9, 58, 13, 194914400
304165827, 13, 5, 500, 1000, 30, 1.5, 1, 1, 10, 9, 81, 13, 266249400
213804675, 18, 5, 500, 10, 30, 1.5, 1, 1, 3, 6, 500, 171, 34673500
213804675, 18, 5, 500, 10, 30, 1.5, 1, 1, 5, 7, 500, 105, 26860300
213804675, 18, 5, 500, 10, 30, 1.5, 1, 1, 7, 6, 500, 76, 24339500
213804675, 18, 5, 500, 10, 30, 1.5, 1, 1, 10, 6, 500, 55, 21327500
213804675, 18, 5, 500, 100, 30, 1.5, 1, 1, 3, 7, 500, 171, 351199500
